text,input_ids,attention_mask,label,exp,idx_example,OPT_prob_CD,OPT_idx_CD
"['{The estimate of labor includes planning and engineering, general labor, and skilled boilermakers.} question: {To estimate the cost of labor, one must include planning as a component.} Yes or No? answer: Ġ']","[[2, 45152, 133, 3278, 9, 4178, 1171, 1884, 8, 4675, 6, 937, 4178, 6, 8, 11086, 33750, 6040, 49463, 864, 35, 25522, 3972, 3278, 5, 701, 9, 4178, 6, 65, 531, 680, 1884, 25, 10, 7681, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[3],[13],"[[0.82763671875, 0.1676025390625, 0.0003790855407714844, 0.00032806396484375, 0.0003235340118408203, 0.0002760887145996094, 0.00015473365783691406, 0.00013339519500732422, 0.0001266002655029297, 0.00010651350021362305, 9.59634780883789e-05, 8.082389831542969e-05, 7.641315460205078e-05, 6.651878356933594e-05, 6.073713302612305e-05, 5.811452865600586e-05, 5.692243576049805e-05, 5.3882598876953125e-05, 4.941225051879883e-05, 4.9114227294921875e-05, 4.595518112182617e-05, 4.100799560546875e-05, 4.0411949157714844e-05, 3.93986701965332e-05, 3.641843795776367e-05, 3.594160079956055e-05, 3.516674041748047e-05, 3.218650817871094e-05, 3.159046173095703e-05, 3.0159950256347656e-05, 2.8908252716064453e-05, 2.8908252716064453e-05, 2.8431415557861328e-05, 2.7000904083251953e-05, 2.6226043701171875e-05, 2.4974346160888672e-05, 2.4259090423583984e-05, 2.3305416107177734e-05, 2.3126602172851562e-05, 2.276897430419922e-05, 2.086162567138672e-05, 2.002716064453125e-05, 1.913309097290039e-05, 1.8775463104248047e-05, 1.8715858459472656e-05, 1.710653305053711e-05, 1.6927719116210938e-05, 1.6629695892333984e-05, 1.609325408935547e-05, 1.5795230865478516e-05, 0.00146484375]]","[[9904, 3084, 3216, 36948, 10932, 975, 7199, 41010, 14541, 14783, 13449, 100, 46236, 46659, 32541, 50118, 250, 487, 16991, 4420, 1121, 35882, 440, 133, 243, 2895, 32523, 116, 43429, 3849, 33567, 9690, 32458, 1106, 14563, 4056, 29802, 1711, 19897, 33082, 8346, 1185, 713, 13984, 17425, 37128, 1640, 39254, 12350, 30558]]"
"[""{right yeah well i've i've managed to i guess the work i do gives me a little bit of well a lot of walking and a little bit of lifting on occasion} question: {The work I do is pretty sedentary, so I have to go to they gym.} Yes or No? answer: Ġ""]","[[2, 45152, 4070, 11380, 157, 939, 348, 939, 348, 2312, 7, 939, 4443, 5, 173, 939, 109, 2029, 162, 10, 410, 828, 9, 157, 10, 319, 9, 3051, 8, 10, 410, 828, 9, 10201, 15, 5852, 24303, 864, 35, 25522, 133, 173, 38, 109, 16, 1256, 10195, 39494, 6, 98, 38, 33, 7, 213, 7, 51, 6545, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[14],"[[0.5966796875, 0.393310546875, 0.0013761520385742188, 0.00101470947265625, 0.0005726814270019531, 0.0003819465637207031, 0.0002899169921875, 0.0002129077911376953, 0.00020515918731689453, 0.00017976760864257812, 0.00017178058624267578, 0.00014770030975341797, 0.00014662742614746094, 0.00013911724090576172, 0.00013756752014160156, 0.00013744831085205078, 0.000125885009765625, 0.0001220703125, 0.00010526180267333984, 8.845329284667969e-05, 8.45193862915039e-05, 8.416175842285156e-05, 8.100271224975586e-05, 7.975101470947266e-05, 7.861852645874023e-05, 7.43865966796875e-05, 6.663799285888672e-05, 6.508827209472656e-05, 6.377696990966797e-05, 6.198883056640625e-05, 6.091594696044922e-05, 5.7220458984375e-05, 5.5909156799316406e-05, 5.233287811279297e-05, 5.0127506256103516e-05, 5.0008296966552734e-05, 4.7206878662109375e-05, 4.7087669372558594e-05, 4.64320182800293e-05, 4.565715789794922e-05, 4.3511390686035156e-05, 4.1544437408447266e-05, 4.13060188293457e-05, 4.011392593383789e-05, 3.8683414459228516e-05, 3.784894943237305e-05, 3.4868717193603516e-05, 3.343820571899414e-05, 3.248453140258789e-05, 3.236532211303711e-05, 0.0029296875]]","[[3084, 9904, 14783, 14541, 7199, 100, 35882, 487, 32541, 46236, 10932, 36948, 975, 13449, 7516, 8346, 33082, 42903, 243, 250, 3216, 440, 42025, 2895, 26752, 32523, 48117, 14563, 2362, 1185, 17425, 116, 41010, 1711, 31535, 50118, 17986, 22491, 29774, 133, 46659, 32458, 38980, 9690, 1106, 3849, 1121, 13624, 2264, 25101]]"
"['{The Ayuntamiento houses a small picture gallery and a chapel with tiles from Manises, an important Valencian ceramics centre.} question: {While attractive from the outside, there is nothing to be seen inside the Ayuntamiento.} Yes or No? answer: Ġ']","[[2, 45152, 133, 5847, 5973, 424, 4843, 139, 3960, 10, 650, 2170, 7294, 8, 10, 27070, 19, 26779, 31, 1554, 5504, 6, 41, 505, 3767, 14210, 811, 25380, 424, 2857, 2100, 49463, 864, 35, 25522, 5771, 6043, 31, 5, 751, 6, 89, 16, 1085, 7, 28, 450, 1025, 5, 5847, 5973, 424, 4843, 139, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[3],[15],"[[0.66259765625, 0.331787109375, 0.00040984153747558594, 0.00037360191345214844, 0.0002460479736328125, 0.00019991397857666016, 0.0001634359359741211, 0.00015175342559814453, 0.0001461505889892578, 0.00012934207916259766, 0.00011444091796875, 0.00010573863983154297, 0.00010448694229125977, 9.363889694213867e-05, 8.875131607055664e-05, 8.189678192138672e-05, 8.052587509155273e-05, 6.908178329467773e-05, 6.312131881713867e-05, 6.103515625e-05, 5.370378494262695e-05, 5.239248275756836e-05, 4.774332046508789e-05, 4.6312808990478516e-05, 4.398822784423828e-05, 4.357099533081055e-05, 4.2438507080078125e-05, 4.112720489501953e-05, 4.00543212890625e-05, 3.933906555175781e-05, 3.838539123535156e-05, 3.725290298461914e-05, 3.36766242980957e-05, 3.2067298889160156e-05, 3.17692756652832e-05, 3.129243850708008e-05, 3.0994415283203125e-05, 3.063678741455078e-05, 3.0159950256347656e-05, 2.950429916381836e-05, 2.9385089874267578e-05, 2.8073787689208984e-05, 2.7060508728027344e-05, 2.5391578674316406e-05, 2.5212764739990234e-05, 2.5033950805664062e-05, 2.4378299713134766e-05, 2.199411392211914e-05, 2.1159648895263672e-05, 2.0742416381835938e-05, 0.001953125]]","[[3084, 9904, 14541, 7199, 487, 13449, 36948, 440, 10932, 14783, 3216, 975, 46659, 100, 29802, 250, 116, 32541, 14563, 35882, 37128, 46236, 41010, 2362, 243, 22491, 7516, 8346, 32458, 50118, 133, 1121, 31535, 3849, 2895, 9690, 19847, 32523, 39254, 16991, 33082, 6766, 42903, 4056, 12350, 17425, 26752, 1711, 1106, 1185]]"
"[""{Rennie was not too common a name, but he did not see how Johnny could possibly have hit upon the truth.} question: {He didn't know how Johnny had discovered the truth.} Yes or No? answer: Ġ""]","[[2, 45152, 500, 4734, 324, 21, 45, 350, 1537, 10, 766, 6, 53, 37, 222, 45, 192, 141, 8781, 115, 3544, 33, 478, 2115, 5, 3157, 49463, 864, 35, 25522, 894, 399, 75, 216, 141, 8781, 56, 2967, 5, 3157, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[3],[16],"[[0.52392578125, 0.468017578125, 0.0006723403930664062, 0.000553131103515625, 0.0003027915954589844, 0.0002808570861816406, 0.0002703666687011719, 0.00022923946380615234, 0.00021767616271972656, 0.00021564960479736328, 0.00017702579498291016, 0.00017547607421875, 0.00012874603271484375, 0.0001220703125, 0.00011795759201049805, 0.000110626220703125, 9.775161743164062e-05, 8.869171142578125e-05, 8.32676887512207e-05, 7.992982864379883e-05, 7.635354995727539e-05, 7.259845733642578e-05, 7.110834121704102e-05, 6.490945816040039e-05, 6.443262100219727e-05, 6.282329559326172e-05, 5.942583084106445e-05, 5.888938903808594e-05, 5.793571472167969e-05, 5.7697296142578125e-05, 5.155801773071289e-05, 5.137920379638672e-05, 5.125999450683594e-05, 4.941225051879883e-05, 4.5299530029296875e-05, 4.494190216064453e-05, 4.4405460357666016e-05, 4.309415817260742e-05, 3.975629806518555e-05, 3.921985626220703e-05, 3.832578659057617e-05, 3.790855407714844e-05, 3.743171691894531e-05, 3.647804260253906e-05, 3.641843795776367e-05, 3.552436828613281e-05, 3.2782554626464844e-05, 3.0875205993652344e-05, 3.063678741455078e-05, 3.0219554901123047e-05, 0.00244140625]]","[[9904, 3084, 14541, 7199, 10932, 14783, 100, 487, 975, 36948, 3216, 13449, 32541, 29802, 35882, 243, 46236, 440, 250, 116, 8346, 41010, 1711, 7516, 22491, 133, 32458, 50118, 894, 1185, 46659, 2362, 20328, 32523, 19847, 39254, 33082, 6766, 1106, 14563, 2895, 1121, 2264, 19897, 26752, 16991, 4420, 44241, 1640, 9690]]"
['{The term limits craze makes a nice case study in political demagoguery.} question: {There is a lot of discussion surrounding term limits.} Yes or No? answer: Ġ'],"[[2, 45152, 133, 1385, 4971, 19656, 2158, 817, 10, 2579, 403, 892, 11, 559, 4410, 33395, 257, 4270, 49463, 864, 35, 25522, 970, 16, 10, 319, 9, 3221, 3817, 1385, 4971, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[4],[1],"[[0.7685546875, 0.2261962890625, 0.0003142356872558594, 0.00030612945556640625, 0.0003027915954589844, 0.0002911090850830078, 0.0002453327178955078, 0.00023639202117919922, 0.00023472309112548828, 0.00014257431030273438, 0.00010675191879272461, 0.00010448694229125977, 0.0001036524772644043, 7.587671279907227e-05, 7.170438766479492e-05, 6.890296936035156e-05, 6.306171417236328e-05, 6.0439109802246094e-05, 5.0961971282958984e-05, 5.078315734863281e-05, 5.054473876953125e-05, 4.70280647277832e-05, 4.6193599700927734e-05, 4.4405460357666016e-05, 4.2438507080078125e-05, 3.921985626220703e-05, 3.612041473388672e-05, 3.5881996154785156e-05, 3.2007694244384766e-05, 3.1948089599609375e-05, 3.1828880310058594e-05, 3.069639205932617e-05, 2.9802322387695312e-05, 2.9802322387695312e-05, 2.944469451904297e-05, 2.872943878173828e-05, 2.777576446533203e-05, 2.7418136596679688e-05, 2.7298927307128906e-05, 2.6702880859375e-05, 2.390146255493164e-05, 2.294778823852539e-05, 2.2113323211669922e-05, 2.0802021026611328e-05, 2.0205974578857422e-05, 1.8835067749023438e-05, 1.8715858459472656e-05, 1.8537044525146484e-05, 1.823902130126953e-05, 1.7940998077392578e-05, 0.00146484375]]","[[9904, 3084, 975, 7199, 10932, 14541, 3216, 36948, 14783, 41010, 100, 487, 32541, 13449, 250, 46236, 35882, 243, 8346, 16991, 32523, 46659, 29802, 4420, 2895, 440, 14563, 9690, 32458, 1711, 7516, 25101, 1121, 133, 22491, 12350, 1185, 39254, 48117, 2362, 3849, 13984, 33082, 17425, 43429, 42903, 1106, 2264, 19897, 50118]]"
['{um and you know was a a problem with having five children needing to work a uh full-time job that was more than a full-time job i worked about fifty one hours a week because i worked every worked eleven hours every Sunday} question: {I did not work on Sunday.} Yes or No? answer: Ġ'],"[[2, 45152, 783, 8, 47, 216, 21, 10, 10, 936, 19, 519, 292, 408, 12075, 7, 173, 10, 37463, 455, 12, 958, 633, 14, 21, 55, 87, 10, 455, 12, 958, 633, 939, 1006, 59, 14865, 65, 722, 10, 186, 142, 939, 1006, 358, 1006, 19353, 722, 358, 395, 24303, 864, 35, 25522, 100, 222, 45, 173, 15, 395, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[4],[2],"[[0.58740234375, 0.406005859375, 0.0005979537963867188, 0.00033974647521972656, 0.00032830238342285156, 0.00029158592224121094, 0.00022494792938232422, 0.0001742839813232422, 0.00017344951629638672, 0.00015819072723388672, 0.00014650821685791016, 0.00014531612396240234, 0.00013816356658935547, 0.00012731552124023438, 0.00011807680130004883, 0.0001125335693359375, 0.00011241436004638672, 9.751319885253906e-05, 9.423494338989258e-05, 9.167194366455078e-05, 8.726119995117188e-05, 7.420778274536133e-05, 7.2479248046875e-05, 6.747245788574219e-05, 6.651878356933594e-05, 5.7816505432128906e-05, 5.257129669189453e-05, 5.072355270385742e-05, 4.690885543823242e-05, 4.559755325317383e-05, 4.3511390686035156e-05, 4.082918167114258e-05, 3.981590270996094e-05, 3.7729740142822266e-05, 3.421306610107422e-05, 3.36766242980957e-05, 3.343820571899414e-05, 3.24249267578125e-05, 3.224611282348633e-05, 3.0279159545898438e-05, 2.8431415557861328e-05, 2.47955322265625e-05, 2.3365020751953125e-05, 2.2232532501220703e-05, 2.193450927734375e-05, 2.1576881408691406e-05, 2.0623207092285156e-05, 1.9848346710205078e-05, 1.9431114196777344e-05, 1.919269561767578e-05, 0.001953125]]","[[3084, 9904, 14783, 10932, 100, 7199, 487, 975, 2362, 14541, 7516, 42903, 13449, 3216, 36948, 8346, 32541, 42025, 33082, 440, 46236, 22491, 1711, 26752, 1185, 243, 46659, 250, 41010, 116, 32523, 35882, 50118, 17986, 13987, 29802, 14563, 133, 4420, 31535, 20328, 2847, 2264, 12350, 3849, 13984, 6766, 4056, 17425, 2895]]"
['{Many responses were built on the assumption that Southern Baptists are bad in bed.} question: {There was universal support for the idea that Southern Baptists are great in bed.} Yes or No? answer: Ġ'],"[[2, 45152, 10787, 8823, 58, 1490, 15, 5, 15480, 14, 2944, 42856, 1952, 32, 1099, 11, 3267, 49463, 864, 35, 25522, 970, 21, 10547, 323, 13, 5, 1114, 14, 2944, 42856, 1952, 32, 372, 11, 3267, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[4],[3],"[[0.50390625, 0.48779296875, 0.0006260871887207031, 0.00055694580078125, 0.0003116130828857422, 0.00030875205993652344, 0.0002321004867553711, 0.0002124309539794922, 0.00020575523376464844, 0.00018227100372314453, 0.00016832351684570312, 0.0001513957977294922, 0.00014257431030273438, 0.00011664628982543945, 0.0001061558723449707, 0.00010579824447631836, 0.00010305643081665039, 0.00010162591934204102, 9.822845458984375e-05, 9.66191291809082e-05, 8.344650268554688e-05, 8.237361907958984e-05, 8.112192153930664e-05, 7.927417755126953e-05, 7.706880569458008e-05, 7.492303848266602e-05, 7.015466690063477e-05, 6.896257400512695e-05, 6.842613220214844e-05, 6.473064422607422e-05, 5.900859832763672e-05, 5.817413330078125e-05, 5.698204040527344e-05, 5.5789947509765625e-05, 5.161762237548828e-05, 5.0127506256103516e-05, 4.988908767700195e-05, 4.750490188598633e-05, 4.559755325317383e-05, 4.0531158447265625e-05, 3.999471664428711e-05, 3.993511199951172e-05, 3.933906555175781e-05, 3.910064697265625e-05, 3.594160079956055e-05, 3.24249267578125e-05, 3.224611282348633e-05, 2.950429916381836e-05, 2.9385089874267578e-05, 2.8967857360839844e-05, 0.0029296875]]","[[3084, 9904, 36948, 7199, 14783, 14541, 487, 100, 975, 10932, 46659, 3216, 13449, 32541, 29802, 41010, 46236, 250, 32523, 440, 243, 8346, 2895, 133, 30558, 35882, 17425, 14563, 19897, 7516, 116, 1711, 12350, 33082, 9690, 1121, 25101, 22491, 26752, 2362, 50118, 3849, 1185, 16991, 1640, 32458, 4420, 3684, 38980, 713]]"
"[""{is it i i'm from i've lived in Ohio and i didn't realize that} question: {I stayed in Michigan and I knew that} Yes or No? answer: Ġ""]","[[2, 45152, 354, 24, 939, 939, 437, 31, 939, 348, 3033, 11, 2042, 8, 939, 399, 75, 4883, 14, 24303, 864, 35, 25522, 100, 4711, 11, 2293, 8, 38, 1467, 14, 24303, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[4],[4],"[[0.55126953125, 0.44091796875, 0.00047016143798828125, 0.0003941059112548828, 0.0003876686096191406, 0.00037479400634765625, 0.0003681182861328125, 0.00022399425506591797, 0.00018858909606933594, 0.00016808509826660156, 0.00016570091247558594, 0.00014531612396240234, 0.0001322031021118164, 0.000110626220703125, 0.00010526180267333984, 0.00010186433792114258, 0.00010156631469726562, 0.00010007619857788086, 9.113550186157227e-05, 8.96453857421875e-05, 8.302927017211914e-05, 8.255243301391602e-05, 6.985664367675781e-05, 6.729364395141602e-05, 6.42538070678711e-05, 6.0558319091796875e-05, 5.990266799926758e-05, 5.930662155151367e-05, 5.131959915161133e-05, 5.120038986206055e-05, 5.1021575927734375e-05, 4.7206878662109375e-05, 4.6253204345703125e-05, 4.374980926513672e-05, 4.2498111724853516e-05, 4.1544437408447266e-05, 3.993511199951172e-05, 3.9517879486083984e-05, 3.635883331298828e-05, 3.457069396972656e-05, 3.1828880310058594e-05, 3.1113624572753906e-05, 3.1054019927978516e-05, 2.9921531677246094e-05, 2.968311309814453e-05, 2.777576446533203e-05, 2.7477741241455078e-05, 2.6524066925048828e-05, 2.586841583251953e-05, 2.5093555450439453e-05, 0.0029296875]]","[[3084, 9904, 7199, 14783, 14541, 100, 10932, 487, 36948, 13449, 975, 3216, 440, 32541, 1711, 35882, 2362, 243, 50118, 116, 1185, 46236, 46659, 41010, 8346, 133, 7516, 250, 14563, 1640, 22491, 33082, 1121, 2895, 26752, 29802, 4420, 1106, 2264, 37128, 12350, 32458, 20328, 4056, 32523, 31535, 713, 6766, 9690, 31414]]"
"[""{'I don't know.} question: {I had all the answers.} Yes or No? answer: Ġ""]","[[2, 45152, 108, 100, 218, 75, 216, 49463, 864, 35, 25522, 100, 56, 70, 5, 5274, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[1],[4],[5],"[[0.55517578125, 0.41845703125, 0.005126953125, 0.002277374267578125, 0.0012712478637695312, 0.0011491775512695312, 0.0009617805480957031, 0.0006070137023925781, 0.0005307197570800781, 0.0005030632019042969, 0.0004379749298095703, 0.00036597251892089844, 0.00035500526428222656, 0.0003173351287841797, 0.0003070831298828125, 0.00030303001403808594, 0.00029850006103515625, 0.0002772808074951172, 0.00026345252990722656, 0.00025534629821777344, 0.00024378299713134766, 0.00023877620697021484, 0.00023686885833740234, 0.00023365020751953125, 0.00023281574249267578, 0.00023233890533447266, 0.0002105236053466797, 0.0002014636993408203, 0.0002008676528930664, 0.00019538402557373047, 0.00017786026000976562, 0.00013911724090576172, 0.00012743473052978516, 0.00010073184967041016, 9.846687316894531e-05, 9.816884994506836e-05, 9.733438491821289e-05, 9.632110595703125e-05, 9.483098983764648e-05, 9.40561294555664e-05, 8.70823860168457e-05, 8.547306060791016e-05, 8.493661880493164e-05, 8.493661880493164e-05, 8.410215377807617e-05, 8.380413055419922e-05, 7.671117782592773e-05, 7.587671279907227e-05, 7.56382942199707e-05, 7.522106170654297e-05, 0.0068359375]]","[[3084, 9904, 100, 14541, 14783, 7199, 487, 10932, 975, 13449, 116, 7516, 6766, 8346, 243, 32541, 2362, 22491, 1185, 46236, 35882, 29802, 42025, 3849, 42903, 36948, 33082, 250, 2264, 31535, 1711, 3216, 440, 19847, 649, 4056, 1106, 133, 46659, 32523, 41010, 26752, 1277, 1121, 17425, 108, 38980, 1977, 9335, 8275]]"
"[""{you know that that they're not in the home by choice anymore} question: {They're not in the home by choice} Yes or No? answer: Ġ""]","[[2, 45152, 6968, 216, 14, 14, 51, 214, 45, 11, 5, 184, 30, 2031, 5988, 24303, 864, 35, 25522, 1213, 214, 45, 11, 5, 184, 30, 2031, 24303, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[4],[6],"[[0.6669921875, 0.327880859375, 0.0003762245178222656, 0.0003578662872314453, 0.0002949237823486328, 0.0002923011779785156, 0.0002923011779785156, 0.00026798248291015625, 0.00013935565948486328, 0.0001291036605834961, 0.00011724233627319336, 0.00010508298873901367, 9.018182754516602e-05, 8.851289749145508e-05, 8.004903793334961e-05, 7.712841033935547e-05, 7.49826431274414e-05, 6.884336471557617e-05, 6.42538070678711e-05, 6.16312026977539e-05, 5.14984130859375e-05, 5.120038986206055e-05, 4.738569259643555e-05, 4.7326087951660156e-05, 4.6253204345703125e-05, 4.1961669921875e-05, 3.9637088775634766e-05, 3.826618194580078e-05, 3.802776336669922e-05, 3.796815872192383e-05, 3.504753112792969e-05, 3.457069396972656e-05, 3.451108932495117e-05, 3.3736228942871094e-05, 3.218650817871094e-05, 2.7477741241455078e-05, 2.5451183319091797e-05, 2.4378299713134766e-05, 2.2292137145996094e-05, 2.1755695343017578e-05, 2.1338462829589844e-05, 2.1159648895263672e-05, 2.0444393157958984e-05, 1.9371509552001953e-05, 1.9073486328125e-05, 1.895427703857422e-05, 1.8358230590820312e-05, 1.811981201171875e-05, 1.7762184143066406e-05, 1.7702579498291016e-05, 0.00146484375]]","[[9904, 3084, 7199, 14783, 36948, 3216, 14541, 10932, 100, 440, 975, 32541, 46236, 13449, 35882, 487, 1711, 41010, 243, 46659, 250, 32523, 4420, 8346, 50118, 1185, 7516, 29802, 22491, 2362, 2895, 33082, 1121, 1213, 133, 1106, 116, 37128, 13984, 16991, 9690, 14563, 32458, 12350, 39254, 2264, 33567, 17425, 1640, 19897]]"
['{The meat and the chefs are sometimes imported from South America.} question: {The meat is imported from South America.} Yes or No? answer: Ġ'],"[[2, 45152, 133, 4884, 8, 5, 16131, 32, 2128, 10590, 31, 391, 730, 49463, 864, 35, 25522, 133, 4884, 16, 10590, 31, 391, 730, 49463, 3216, 50, 440, 116, 1948, 35, 4236, 21402]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]",[0],[4],[7],"[[0.55908203125, 0.4365234375, 0.00024080276489257812, 0.0002313852310180664, 0.0001990795135498047, 0.0001735687255859375, 0.00017333030700683594, 0.00014579296112060547, 0.00013446807861328125, 0.00010544061660766602, 9.554624557495117e-05, 9.191036224365234e-05, 8.130073547363281e-05, 7.581710815429688e-05, 7.480382919311523e-05, 5.936622619628906e-05, 5.823373794555664e-05, 4.976987838745117e-05, 4.8279762268066406e-05, 4.547834396362305e-05, 4.315376281738281e-05, 3.93986701965332e-05, 3.647804260253906e-05, 3.3795833587646484e-05, 3.1828880310058594e-05, 3.17692756652832e-05, 2.9981136322021484e-05, 2.9742717742919922e-05, 2.9206275939941406e-05, 2.9087066650390625e-05, 2.866983413696289e-05, 2.676248550415039e-05, 2.664327621459961e-05, 2.574920654296875e-05, 2.5510787963867188e-05, 2.5331974029541016e-05, 2.1755695343017578e-05, 2.0682811737060547e-05, 2.0265579223632812e-05, 2.008676528930664e-05, 1.996755599975586e-05, 1.9848346710205078e-05, 1.8477439880371094e-05, 1.7881393432617188e-05, 1.7344951629638672e-05, 1.627206802368164e-05, 1.5676021575927734e-05, 1.519918441772461e-05, 1.4603137969970703e-05, 1.4543533325195312e-05, 0.00146484375]]","[[9904, 3084, 7199, 14541, 10932, 36948, 3216, 975, 14783, 13449, 100, 487, 41010, 440, 46236, 46659, 32541, 250, 35882, 50118, 4420, 29802, 14563, 2895, 243, 1121, 116, 32523, 3849, 133, 2362, 22491, 33082, 9690, 32458, 4056, 7516, 26752, 1711, 37128, 8346, 1640, 1106, 16991, 19847, 12350, 43429, 510, 19933, 10004]]"
